iter	RMSE
318	0.1035079303
319	0.1034852069
320	0.1034686325
321	0.1033577787
322	0.1032911889
323	0.1032381468
324	0.103156255
325	0.103095595
326	0.1030665071
327	0.1029599583
328	0.1028919584
329	0.1027870099
330	0.1027163616
331	0.1026410269
332	0.1025597194
333	0.1024844479
334	0.1024689198
335	0.1024072015
336	0.1023408576
337	0.1022817254
338	0.1021910265
339	0.1021059065
340	0.1020099849
341	0.1019331891
342	0.1018609951
343	0.1017595654
344	0.1016731294
345	0.1016550744
346	0.1015604111
347	0.1015074854
348	0.1014338828
349	0.1013292698
350	0.1012609785
351	0.1012435975
352	0.1011627046
353	0.1011027306
354	0.1010370603
355	0.1009755168
356	0.1009163715
357	0.1008468315
358	0.1007730326
359	0.1006902521
360	0.1006315486
361	0.1005561455
362	0.1004913542
363	0.1004412458
364	0.1004266053
365	0.1003670104
366	0.1003529035
367	0.1002975142
368	0.1002461975
369	0.1001909321
370	0.1001380145
371	0.10004939
372	0.09999577374
373	0.09996232956
374	0.09990376531
375	0.09989020577
376	0.09980036835
377	0.09972375926
378	0.09966707239
379	0.09960886639
380	0.09955265159
381	0.09945905973
382	0.09944594357
383	0.09936876133
384	0.0993035121
385	0.09921556718
386	0.09916426269
387	0.09909371728
388	0.09903344982
389	0.09899330905
390	0.09891781745
391	0.09890049135
392	0.09886031444
393	0.09882036924
394	0.09874317788
395	0.0987057869
396	0.09866812394
397	0.0986555628
398	0.09860105934
399	0.09851988774
400	0.09846378765
401	0.09845160457
402	0.09840976528
403	0.09835056788
404	0.09830907097
405	0.098294303
406	0.09824141846
407	0.09818044861
408	0.09812267174
409	0.09805703035
410	0.09800341935
411	0.09797196433
412	0.09790520858
413	0.09785384029
414	0.09781818699
415	0.09780198903
416	0.0977215971
417	0.0976814663
418	0.09762564078
419	0.09756510581
420	0.09755400123
421	0.09750931741
422	0.09744551455
423	0.09743207614
424	0.09741903914
425	0.09731883154
426	0.09728291453
427	0.09723661468
428	0.09722628123
429	0.09714678823
430	0.0970947019
431	0.09701468609
432	0.09695004
433	0.09688065547
434	0.0968162694
435	0.09677004077
436	0.09669104702
437	0.09664825898
438	0.09663819859
439	0.09655240432
440	0.0965050459
441	0.09641854269
442	0.0963603135
443	0.09629230333
444	0.09624930211
445	0.09619324523
446	0.09613716345
447	0.09608101969
448	0.09602287947
449	0.09597395885
450	0.09596157092
451	0.09591669203
452	0.09585944242
453	0.09581813691
454	0.09576392463
455	0.09571403833
456	0.09565964849
457	0.09563034792
458	0.09559935395
459	0.09557888982
460	0.09553251389
461	0.09548418368
462	0.09545634458
463	0.09539000969
464	0.09534013982
465	0.09533030351
466	0.09529428341
467	0.09523501712
468	0.0951905722
469	0.0951352088
470	0.09509604072
471	0.09505258161
472	0.09501199035
473	0.09495531471
474	0.09491043498
475	0.09489881652
476	0.09486901246
477	0.09480630743
478	0.09474708843
479	0.09473780067
480	0.09468808541
481	0.09464106626
482	0.09460373621
483	0.09455274613
484	0.09450967044
485	0.09443775429
486	0.09438681313
487	0.09432560234
488	0.09424365484
489	0.09423229179
490	0.09416667815
491	0.09411491593
492	0.09404626366
493	0.09403527161
494	0.09402290347
495	0.09401614993
496	0.09398011266
497	0.09394253404
498	0.09390065505
499	0.09386646754
500	0.09381019443
501	0.09377561533
502	0.09374592551
503	0.09371918105
504	0.09367699451
505	0.09360832441
506	0.09356077079
507	0.09352707949
508	0.09345670346
509	0.09339029384
510	0.09338162801
511	0.09332600985
512	0.09329282479
513	0.09325843844
514	0.09322364025
515	0.09316884685
516	0.09316041635
517	0.09311245857
518	0.09305563714
519	0.09301718697
520	0.09300893161
521	0.09296591915
522	0.09294720328
523	0.09291238357
524	0.09287403167
525	0.09286761217
526	0.09281734735
527	0.09277000649
528	0.09273343884
529	0.09267288048
530	0.09263821306
531	0.0925874838
532	0.09257941683
533	0.09254043539
534	0.09249421582
535	0.09248637006
536	0.09243561731
537	0.09240724929
538	0.09236858067
539	0.09230949847
540	0.09227938236
541	0.09223702705
542	0.09216877948
543	0.09211391169
544	0.09206269616
545	0.09203424817
546	0.09197101733
547	0.09191058055
548	0.09186267229
549	0.09181856195
550	0.09174917185
551	0.09170200196
552	0.09162271878
553	0.09161255845
554	0.09160501469
555	0.09155798021
556	0.09151586599
557	0.09147099383
558	0.09141651466
559	0.091354883
560	0.09130738063
561	0.09127168396
562	0.09123486815
563	0.09119030725
564	0.09115017603
565	0.0911344301
566	0.09109179448
567	0.09108441243
568	0.09100996253
569	0.0909819543
570	0.09095115675
571	0.09091986288
572	0.09086808911
573	0.09080770493
574	0.0907705528
575	0.0907170012
576	0.09068048369
577	0.09064245733
578	0.09061937591
579	0.09059089981
580	0.09058554183
581	0.0905587463
582	0.09050334083
583	0.09044822591
584	0.09038883883
585	0.09035007152
586	0.09030488911
587	0.09027078415
588	0.09023874459
589	0.09022710187
590	0.09019444306
591	0.09012981252
592	0.09008007058
593	0.09004906088
594	0.09002018994
595	0.08996689165
596	0.08995967987
597	0.08991748845
598	0.08986583876
599	0.08984480532
600	0.08979718871
601	0.08979018654
602	0.08974987451
603	0.08974439434
604	0.08970111555
605	0.0896907947
606	0.08965443268
607	0.08962067501
608	0.0895881512
609	0.08954201079
610	0.08951645105
611	0.08951121658
612	0.08947927236
613	0.08943468725
614	0.08939546382
615	0.08936539664
616	0.08932040578
617	0.08928240931
618	0.0892564158
619	0.08921401902
620	0.08918698427
621	0.08913670516
622	0.08908569524
623	0.08906002623
624	0.08903889044
625	0.08899102849
626	0.08895126492
627	0.08891244074
628	0.08890034818
629	0.08885160417
630	0.08880138749
631	0.08877398018
632	0.08875752175
633	0.08871580281
634	0.08871095888
635	0.08866157893
636	0.08863031956
637	0.08859982006
638	0.08859201976
639	0.08855049629
640	0.08849715398
641	0.08845655587
642	0.08843922716
643	0.0884234604
644	0.08838715058
645	0.08837951794
646	0.08834453781
647	0.08830333079
648	0.08827922709
649	0.0882592981
650	0.08821728372
651	0.0881947313
652	0.08815365976
653	0.08807772188
654	0.08802965285
655	0.08801083498
656	0.0879756025
657	0.08794584594
658	0.08793193392
659	0.08792730886
660	0.08788454313
661	0.08787956633
662	0.08786153177
663	0.08782964692
664	0.08777359685
665	0.08772137877
666	0.08768418296
667	0.08762401765
668	0.08759630103
669	0.08756080728
670	0.0874974917
671	0.08745603166
672	0.08742930572
673	0.08739098806
674	0.08734926071
675	0.08733177138
676	0.0872858686
677	0.08724283397
678	0.08719586312
679	0.08716308104
680	0.0871557971
681	0.08712963013
682	0.08709097603
683	0.08705785811
684	0.08699706689
685	0.08692971728
686	0.08691686777
687	0.08688616334
688	0.08688131532
689	0.08684588822
690	0.08682056965
691	0.08680106118
692	0.08674488065
693	0.08670712882
694	0.08667196797
695	0.08666599507
696	0.08662905933
697	0.08659569554
698	0.08655836196
699	0.08653119282
700	0.0865221131
701	0.08649383508
702	0.08644999814
703	0.08642302935
704	0.0863825992
705	0.08635154708
706	0.08631238811
707	0.08629617165
708	0.08626881458
709	0.08622570446
710	0.08618883856
711	0.08615938984
712	0.08612848129
713	0.08608822854
714	0.08605421095
715	0.08600359762
716	0.08597905519
717	0.08594743992
718	0.08590993518
719	0.08587517579
720	0.08584855034
721	0.08580525533
722	0.08576909471
723	0.08574705036
724	0.08571648426
725	0.08567952415
726	0.08563968881
727	0.0856327506
728	0.08558764178
729	0.08558354652
730	0.08557692931
731	0.08556968863
732	0.08556524043
733	0.08552878242
734	0.08547497356
735	0.08542775322
736	0.0853978171
737	0.08533849927
738	0.08530656466
739	0.08530071563
740	0.08529639821
741	0.08527133715
742	0.08525166661
743	0.08522991733
744	0.08522304319
745	0.08518348327
746	0.08514465609
747	0.0851223582
748	0.08510110718
749	0.08507048388
750	0.08503977333
751	0.0849994406
752	0.08495942746
753	0.08492631895
754	0.0849059901
755	0.08486993608
756	0.08482820631
757	0.08479858589
758	0.08478368291
759	0.08477747188
760	0.08473761292
761	0.08470966253
762	0.08465508719
763	0.08460575177
764	0.08456231713
765	0.08453976395
766	0.08451972842
767	0.0844900304
768	0.08448596466
769	0.08447007371
770	0.08444784878
771	0.08441811061
772	0.08439210515
773	0.08438331997
774	0.08436790203
775	0.08434669761
776	0.08432265982
777	0.0843076147
778	0.08429842454
779	0.0842732295
780	0.08426226687
781	0.08423345645
782	0.08420488486
783	0.08415210654
784	0.08414474106
785	0.0841140054
786	0.08406479173
787	0.08404221078
788	0.08402449332
789	0.08399464844
790	0.08394875843
791	0.0839447948
792	0.08391025159
793	0.08385812407
794	0.08383510541
795	0.0837989501
796	0.08378092873
797	0.08371646227
798	0.08367297284
799	0.0836513138
800	0.08361625745
801	0.08357130018
802	0.0835539693
803	0.08355004874
804	0.08351844381
805	0.08348910971
806	0.083467381
807	0.08345826273
808	0.08343350177
809	0.08340640359
810	0.08334770166
811	0.08331877321
812	0.0833045596
813	0.08328563994
814	0.0832537428
815	0.08322362425
816	0.08320981008
817	0.08317269663
818	0.08315802057
819	0.08314459475
820	0.08311981677
821	0.08310029658
822	0.08308910484
823	0.08307469923
824	0.08306806281
825	0.08304006029
826	0.08302100644
827	0.08298430968
828	0.08295108129
829	0.08291913968
830	0.08287261795
831	0.08285186903
832	0.08282085178
833	0.08278215209
834	0.08277834948
835	0.08275644435
836	0.08274995117
837	0.08271510662
838	0.08269763575
839	0.0826631318
840	0.0826433441
841	0.08261770793
842	0.08259000528
843	0.08254238355
844	0.08250113041
845	0.08247255705
846	0.08244602249
847	0.08243895283
848	0.08239560074
849	0.08237109217
850	0.0823542662
851	0.08234750829
852	0.08233099492
853	0.08231277913
854	0.08229456739
855	0.08227822705
856	0.0822711252
857	0.08225169812
858	0.08220033206
859	0.08216905593
860	0.08216531569
861	0.08215073973
862	0.08212193743
863	0.08210789573
864	0.08208121515
865	0.08205420426
866	0.08201613531
867	0.08199652269
868	0.08195971123
869	0.08193284383
870	0.08191610426
871	0.0818637995
872	0.08184676429
873	0.08183166379
874	0.08180825712
875	0.08175787526
876	0.08172317826
877	0.08170996716
878	0.08167641381
879	0.08165607853
880	0.08165078756
881	0.08162846208
882	0.08162179258
883	0.08160914515
884	0.08157472175
885	0.08157161996
886	0.08151497079
887	0.08146633741
888	0.08143230655
889	0.08141663843
890	0.08139103999
891	0.08136814221
892	0.08134299372
893	0.08132859634
894	0.08131312663
895	0.08129665387
896	0.08125953373
897	0.08122648666
898	0.08122114305
899	0.08119517068
900	0.08118949158
901	0.08116475649
902	0.0811460401
903	0.08114248498
904	0.08111179036
905	0.08107274835
906	0.08105481784
907	0.08101841848
908	0.0810002993
909	0.08095046573
910	0.08093113954
911	0.08091790392
912	0.08087731559
913	0.0808372561
914	0.08081397521
915	0.08076928282
916	0.08075479628
917	0.08071779946
918	0.08070519023
919	0.08069177893
920	0.08067132215
921	0.08063479283
922	0.08062397727
923	0.08059119778
924	0.08058585165
925	0.08056807905
926	0.08055689168
927	0.08054206402
928	0.08050787167
929	0.08047932084
930	0.08044422846
931	0.08040274545
932	0.08038093332
933	0.08033594461
934	0.08031602769
935	0.08029489129
936	0.08026537302
937	0.08026003692
938	0.08022303544
939	0.08020313608
940	0.08016558879
941	0.08014817319
942	0.08012373361
943	0.08008865217
944	0.08005303017
945	0.08003235806
946	0.07999133328
947	0.07998270871
948	0.07993711806
949	0.07990679005
950	0.0798843251
951	0.07984930703
952	0.07983682657
953	0.07981788916
954	0.07979659324
955	0.07977561057
956	0.07977211508
957	0.07975782708
958	0.07971455205
959	0.07968489485
960	0.07964703588
961	0.07963520331
962	0.07959412512
963	0.07956697231
964	0.07954839032
965	0.07954500315
966	0.07952999032
967	0.07949531967
968	0.07948959038
969	0.07946081105
970	0.07943013891
971	0.07942525052
972	0.07940383086
973	0.07937625267
974	0.07934802747
975	0.07932449345
976	0.07927994696
977	0.0792484397
978	0.07924256673
979	0.07922189445
980	0.07921853747
981	0.07918648383
982	0.07918163218
983	0.0791606664
984	0.07913306121
985	0.07906256553
986	0.0790251132
987	0.07900144334
988	0.0789843471
989	0.07895178743
990	0.07892860937
991	0.07888836225
992	0.07886397547
993	0.07884831369
994	0.07884510319
995	0.07880792094
996	0.07879496703
997	0.0787861335
998	0.07875704672
999	0.07874507125
1000	0.07873897659
1001	0.07871583565
1002	0.07869715463
1003	0.07866425511
1004	0.07865346481
1005	0.0786368753
1006	0.07862063869
1007	0.07859036375
1008	0.07855875177
1009	0.0785397633
1010	0.07852005219
1011	0.07848332044
1012	0.07845091424
1013	0.07843099017
1014	0.07837778734
1015	0.07837048771
1016	0.07836576634
1017	0.07835256045
1018	0.07832912937
1019	0.07831558446
1020	0.07830494135
1021	0.07828858618
1022	0.07828289236
1023	0.07825466592
1024	0.0782337628
1025	0.07820333264
1026	0.07816547582
1027	0.07812725654
1028	0.0780875209
1029	0.07806052226
1030	0.07802982614
1031	0.07800715878
1032	0.07797274252
1033	0.07795572624
1034	0.07793684769
1035	0.0779248544
1036	0.07790077756
1037	0.07787876081
1038	0.07785023874
1039	0.07781680567
1040	0.07780539087
1041	0.07779591489
1042	0.07777441857
1043	0.07774996369
1044	0.07770881286
1045	0.07770566795
1046	0.07768014062
1047	0.0776702741
1048	0.07765193861
1049	0.07763006404
1050	0.07761888147
1051	0.07760952988
1052	0.0776045999
1053	0.07759301232
1054	0.0775513447
1055	0.0775328517
1056	0.07751764316
1057	0.07750569801
1058	0.07748803626
1059	0.07748364689
1060	0.07744929772
1061	0.07742322848
1062	0.07741894617
1063	0.07739723591
1064	0.07736677861
1065	0.07735709273
1066	0.07732352017
1067	0.07727161377
1068	0.07724538594
1069	0.07720236528
1070	0.07717744526
1071	0.0771548442
1072	0.07712622342
1073	0.07712237258
1074	0.07708933961
1075	0.07707100944
1076	0.07702515537
1077	0.07700619435
1078	0.07697751956
1079	0.07697059454
1080	0.07694974078
1081	0.07689760427
1082	0.07689220633
1083	0.07686687868
1084	0.07684470922
1085	0.07684116089
1086	0.07681055059
1087	0.07679062536
1088	0.07676013053
1089	0.07672881656
1090	0.07671455477
1091	0.0767115025
1092	0.07670696627
1093	0.07668512504
1094	0.07668214293
1095	0.07666295722
1096	0.07663345814
1097	0.07660614167
1098	0.0765950272
1099	0.07659104953
1100	0.0765659084
1101	0.07653167392
1102	0.07651457338
1103	0.07648943229
1104	0.07646994644
1105	0.07643923323
1106	0.07642711417
1107	0.07641754265
1108	0.07640920378
1109	0.07637687594
1110	0.07633495494
1111	0.07631397804
1112	0.07628596948
1113	0.07626627849
1114	0.07625045935
1115	0.07623270213
1116	0.07620489312
1117	0.07615786218
1118	0.07614609173
1119	0.07612376003
1120	0.07610911298
1121	0.07608951853
1122	0.07606122264
1123	0.07604247945
1124	0.07601397146
1125	0.07600885418
1126	0.07599376301
1127	0.07598295872
1128	0.07596700929
1129	0.07596296329
1130	0.07594859109
1131	0.07593247318
1132	0.07591465463
1133	0.07590950755
1134	0.07587822976
1135	0.07584980891
1136	0.07584025469
1137	0.07581353073
1138	0.07580045233
1139	0.0757945821
1140	0.07576695305
1141	0.07573635028
1142	0.07571983066
1143	0.0757013428
1144	0.075674086
1145	0.07567016369
1146	0.07563420944
1147	0.07561490366
1148	0.07559754721
1149	0.07557867992
1150	0.07556121867
1151	0.07554350363
1152	0.07552915107
1153	0.07552683949
1154	0.07549628923
1155	0.07548082256
1156	0.07546744099
1157	0.07544480939
1158	0.07542981166
1159	0.07540919771
1160	0.07538407606
1161	0.07537970268
1162	0.07536382516
1163	0.075340771
1164	0.07532904456
1165	0.0753263364
1166	0.07529539979
1167	0.07527566726
1168	0.07527303207
1169	0.07525337818
1170	0.07522044403
1171	0.07521032149
1172	0.07518484443
1173	0.07514173152
1174	0.0751155504
1175	0.07510591842
1176	0.07508038733
1177	0.07506645578
1178	0.07504087679
1179	0.075024852
1180	0.07500439598
1181	0.07499211704
1182	0.07498748349
1183	0.07495870161
1184	0.07493858916
1185	0.07490753073
1186	0.07488041211
1187	0.07485541811
1188	0.07485287332
1189	0.07483243839
1190	0.07480413704
1191	0.07478523172
1192	0.07475697689
1193	0.07474411806
1194	0.07471786306
1195	0.07469084552
1196	0.07466024479
1197	0.07462593364
1198	0.07458619373
1199	0.07458010471
1200	0.07456409288
1201	0.07454577187
1202	0.074537614
1203	0.07452578215
1204	0.07451095025
1205	0.07450692885
1206	0.074485053
1207	0.07447153236
1208	0.07445000604
1209	0.07444222734
1210	0.07443772806
1211	0.07441693466
1212	0.07439943414
1213	0.07438074489
1214	0.07436818729
1215	0.0743553424
1216	0.07433081059
1217	0.07431398205
1218	0.07429250087
1219	0.07427156244
1220	0.07424111391
1221	0.07421075902
1222	0.07418144424
1223	0.07415802493
1224	0.07412622839
1225	0.07410859245
1226	0.07410509271
1227	0.07408613705
1228	0.07407054766
1229	0.07406812857
1230	0.07403185296
1231	0.07401251679
1232	0.07400518574
1233	0.07399360564
1234	0.07397191198
1235	0.0739688861
1236	0.07396086467
1237	0.07393449745
1238	0.07391470684
1239	0.07389185556
1240	0.0738706886
1241	0.07385842634
1242	0.07383753193
1243	0.07382871883
1244	0.07379792565
1245	0.07378229643
1246	0.07377585171
1247	0.07376322446
1248	0.07373521689
1249	0.0737115377
1250	0.07368456498
1251	0.07366049526
1252	0.07365740826
1253	0.07362603543
1254	0.07360108059
1255	0.07356511928
1256	0.07355012099
1257	0.07354276133
1258	0.07351745565
1259	0.07349770557
1260	0.07349408188
1261	0.07347689005
1262	0.07344909156
1263	0.07343117922
1264	0.07341194402
1265	0.07339753959
1266	0.07337202393
1267	0.07336897414
1268	0.07334996739
1269	0.07332442712
1270	0.07330277722
1271	0.07328883647
1272	0.07327614625
1273	0.07325014837
1274	0.07320453202
1275	0.07319305564
1276	0.07314752198
1277	0.07314054512
1278	0.07312842218
1279	0.07308450693
1280	0.07307148478
1281	0.07305173338
1282	0.07302175827
1283	0.07300192761
1284	0.07297436679
1285	0.0729443645
1286	0.07292281987
1287	0.07291310012
1288	0.07289922313
1289	0.07288633615
1290	0.0728720415
1291	0.07285686668
1292	0.07282820868
1293	0.07280778343
1294	0.07277889496
1295	0.07274928731
1296	0.07273816797
1297	0.07272710488
1298	0.07271615574
1299	0.0726876097
1300	0.07267266017
1301	0.07264656495
1302	0.07262185178
1303	0.07260558504
1304	0.07260022426
1305	0.07258388478
1306	0.07256642202
1307	0.07255476535
1308	0.0725359902
1309	0.07251894311
1310	0.0724832409
1311	0.07246225095
1312	0.07245088363
1313	0.07243308242
1314	0.07243083171
1315	0.07240160483
1316	0.07238901627
1317	0.07236990491
1318	0.07234768835
1319	0.0723179885
1320	0.07230222727
1321	0.0722777065
1322	0.07225474694
1323	0.07224382337
1324	0.07223554427
1325	0.07221855624
1326	0.07220199731
1327	0.07217677273
1328	0.07215658115
1329	0.07213564755
1330	0.07213180003
1331	0.07211614699
1332	0.07209195284
1333	0.07208153022
1334	0.07205442509
1335	0.07202818949
1336	0.07201315453
1337	0.07200065711
1338	0.07198527754
1339	0.07196771946
1340	0.07196007059
1341	0.07194341933
1342	0.07192607937
1343	0.07191092065
1344	0.07190514492
1345	0.07189723034
1346	0.07186826173
1347	0.07185210773
1348	0.07184885825
1349	0.07182929695
1350	0.07180022481
1351	0.07178917519
1352	0.07178063562
1353	0.07177032647
1354	0.07174517381
1355	0.07172487131
1356	0.07170046733
1357	0.07169048179
1358	0.07168713464
1359	0.07165865176
1360	0.07165304324
1361	0.07163564464
1362	0.07160767916
1363	0.07157436172
1364	0.07156818892
1365	0.071552732
1366	0.07154787743
1367	0.07153227158
1368	0.07151909677
1369	0.07149108176
1370	0.07145174104
1371	0.07142663116
1372	0.07140430558
1373	0.0713874009
1374	0.07134940242
1375	0.07132428907
1376	0.071299603
1377	0.07127166125
1378	0.07125433515
1379	0.07125067655
1380	0.07124390746
1381	0.07122595955
1382	0.0711964335
1383	0.0711821633
1384	0.07115535634
1385	0.0711532419
1386	0.07112995345
1387	0.07110357771
1388	0.07110024773
1389	0.0710919788
1390	0.07107488605
1391	0.07105640075
1392	0.07104600269
1393	0.07101657723
1394	0.0710138214
1395	0.07099942692
1396	0.07099629757
1397	0.07097731053
1398	0.07097532619
1399	0.07096061321
1400	0.07093198316
1401	0.07090901738
1402	0.07089389393
1403	0.07087351516
1404	0.0708658912
1405	0.07083962887
1406	0.0708315057
1407	0.07081983196
1408	0.0708178602
1409	0.07079656923
1410	0.07077122056
1411	0.07075546311
1412	0.07072803672
1413	0.07070522173
1414	0.07068457349
1415	0.07066568617
1416	0.07064635324
1417	0.070626921
1418	0.07062169805
1419	0.07060037433
1420	0.07057838388
1421	0.07055342193
1422	0.07054159437
1423	0.07052505002
1424	0.07051076139
1425	0.07048414375
1426	0.07046110512
1427	0.07045253955
1428	0.07044467774
1429	0.07040888561
1430	0.0704043071
1431	0.07037798129
1432	0.07037300792
1433	0.0703621501
1434	0.0703483687
1435	0.07033456268
1436	0.07032201062
1437	0.07030528909
1438	0.07028476732
1439	0.07027344306
1440	0.07026798416
1441	0.07024959877
1442	0.07023383282
1443	0.07021861984
1444	0.07020501383
1445	0.07017898833
1446	0.07017039609
1447	0.07014972642
1448	0.07013570166
1449	0.07012807903
1450	0.07010946452
1451	0.07009892452
1452	0.07007237292
1453	0.07006388895
1454	0.07004957678
1455	0.07004669258
1456	0.07002774381
1457	0.07001344254
1458	0.07001099441
1459	0.0699900815
1460	0.06998773438
1461	0.06998512609
1462	0.06997694434
1463	0.0699504378
1464	0.06993917108
1465	0.069927463
1466	0.06992555155
1467	0.06991670496
1468	0.06990456963
1469	0.06990269579
1470	0.06988439789
1471	0.06986249245
1472	0.0698606561
1473	0.06983293339
1474	0.06981485082
1475	0.0697917979
1476	0.06976903108
1477	0.06976490787
1478	0.06974079411
1479	0.06971144299
1480	0.06969543044
1481	0.06968101267
1482	0.06965652105
1483	0.06962263089
1484	0.06960640692
1485	0.06958653495
1486	0.06956796294
1487	0.0695530272
1488	0.06954207866
1489	0.06951481353
1490	0.06948360319
1491	0.06948094111
1492	0.06947124915
1493	0.06945504206
1494	0.06945241754
1495	0.06945061005
1496	0.069426091
1497	0.06940156666
1498	0.06939444504
1499	0.06938370744
1500	0.06936678849
1501	0.06934198821
1502	0.0693312372
